,date,category_id,sku_id,sales_price,sales_quantity
7084,2020-11-01,17,702118,58.5,1
7070,2020-11-01,17,702116,58.5,1
7056,2020-11-01,7,702074,129.987,0
6944,2020-11-01,7,695424,1493.7,0
6958,2020-11-01,7,700006,544.7,0
686,2020-11-01,7,14598,1064.7,0
9408,2020-11-01,17,783814,62.322,0
6972,2020-11-01,17,700392,48.75,0
6986,2020-11-01,17,700395,52.65,1
7000,2020-11-01,23,701214,48.607,2
672,2020-11-01,7,14037,460.2,0
7014,2020-11-01,7,701851,232.7,0
7028,2020-11-01,7,701852,440.7,0
10864,2020-11-01,17,824705,78.0,6
7042,2020-11-01,7,702000,129.987,0
658,2020-11-01,7,14035,466.7,0
9394,2020-11-01,17,783813,77.35000000000001,1
10696,2020-11-01,7,821486,518.7,0
6916,2020-11-01,7,695420,928.2,0
798,2020-11-01,17,24118,74.672,4
6622,2020-11-01,7,674477,1038.7,0
6608,2020-11-01,7,674270,362.7,0
6146,2020-11-01,7,645570,174.20000000000002,0
9548,2020-11-01,17,786797,68.9,1
6160,2020-11-01,7,645575,94.887,0
6174,2020-11-01,7,646280,564.2,0
938,2020-11-01,7,31776,1818.7,0
6188,2020-11-01,7,646291,538.2,0
11298,2020-11-01,7,840710,61.022,1
6202,2020-11-01,7,654447,71.48700000000001,0
924,2020-11-01,7,31539,343.2,0
6230,2020-11-01,7,655449,297.7,0
9534,2020-11-01,7,786188,648.7,0
6244,2020-11-01,7,655795,908.7,0
10920,2020-11-01,17,825832,68.9,4
6258,2020-11-01,7,655882,1298.7,0
6216,2020-11-01,7,654449,206.7,0
952,2020-11-01,7,31811,453.7,0
6132,2020-11-01,7,644717,284.7,0
6118,2020-11-01,7,644397,1428.7,0
5992,2020-11-01,7,630983,123.487,0
6006,2020-11-01,7,637676,323.7,1
6020,2020-11-01,7,639090,590.2,0
994,2020-11-01,7,33059,895.7,0
6034,2020-11-01,7,639330,401.7,0
6048,2020-11-01,7,639331,798.2,0
10934,2020-11-01,17,825833,68.9,2
6062,2020-11-01,7,642937,629.2,0
980,2020-11-01,7,32970,557.7,0
9562,2020-11-01,7,788687,583.7,0
6076,2020-11-01,7,642939,713.7,0
6090,2020-11-01,7,643084,375.7,0
966,2020-11-01,17,32542,72.8,3
6104,2020-11-01,7,643088,531.7,0
10444,2020-11-01,17,812741,58.5,0
910,2020-11-01,7,31058,2013.7,0
6272,2020-11-01,7,656942,518.7,0
6286,2020-11-01,7,656943,388.7,0
6300,2020-11-01,7,656945,505.7000000000001,0
6468,2020-11-01,7,668888,1298.7,0
9492,2020-11-01,7,786183,570.7,0
840,2020-11-01,7,24128,213.2,0
6482,2020-11-01,7,668892,544.7,0
6496,2020-11-01,7,671482,414.7,0
6510,2020-11-01,7,671483,544.7,0
6524,2020-11-01,7,671484,453.7,0
826,2020-11-01,17,24121,71.422,1
6538,2020-11-01,7,671896,141.70000000000002,0
6552,2020-11-01,7,671897,453.7,0
9478,2020-11-01,7,785613,258.7,4
6566,2020-11-01,17,672801,67.522,2
812,2020-11-01,17,24119,73.45,4
6580,2020-11-01,17,672803,67.522,1
6594,2020-11-01,7,674268,505.7000000000001,0
6454,2020-11-01,7,668887,440.7,0
1008,2020-11-01,17,33412,83.122,10
10906,2020-11-01,17,825830,68.9,1
6440,2020-11-01,7,664960,1558.7,0
896,2020-11-01,17,30393,55.25,0
9520,2020-11-01,7,786185,486.2,0
6314,2020-11-01,23,657693,39.247,19
6328,2020-11-01,7,658988,687.7,0
6342,2020-11-01,7,658989,687.7,0
6356,2020-11-01,7,661248,1493.7,0
882,2020-11-01,7,28903,343.2,0
6370,2020-11-01,17,661434,71.5,6
10458,2020-11-01,17,812742,58.5,0
6384,2020-11-01,7,662585,278.2,0
6398,2020-11-01,7,662913,219.7,0
868,2020-11-01,7,28901,213.2,0
9506,2020-11-01,7,786184,713.7,0
6412,2020-11-01,7,662920,297.7,0
6426,2020-11-01,17,663873,65.0,8
854,2020-11-01,7,28288,245.7,1
9366,2020-11-01,7,783066,154.70000000000002,1
1414,2020-11-01,7,81160,2273.7000000000003,0
4718,2020-11-01,7,553441,323.7,0
3038,2020-11-01,7,453631,889.2,0
3052,2020-11-01,7,454712,440.7,0
3066,2020-11-01,7,454720,863.2,0
1960,2020-11-01,7,330002,465.4,0
10080,2020-11-01,17,803855,55.9,1
3080,2020-11-01,7,455674,349.7,0
1974,2020-11-01,17,331738,70.2,1
3094,2020-11-01,7,458375,349.7,0
3108,2020-11-01,7,459597,349.7,0
1946,2020-11-01,7,327387,752.7,0
3122,2020-11-01,7,459692,349.7,0
10276,2020-11-01,17,808950,68.9,3
3136,2020-11-01,7,462539,310.7,0
10066,2020-11-01,7,803381,174.20000000000002,0
11144,2020-11-01,17,836234,65.0,3
3024,2020-11-01,23,452279,39.507000000000005,18
3010,2020-11-01,7,450365,375.7,0
2996,2020-11-01,7,443431,219.7,0
2884,2020-11-01,7,440724,465.45200000000006,0
2898,2020-11-01,7,440728,325.832,0
2016,2020-11-01,7,350073,297.7,0
10262,2020-11-01,17,808946,68.9,6
10108,2020-11-01,7,806886,908.7,0
11158,2020-11-01,17,836236,63.7,1
2912,2020-11-01,7,440748,258.7,0
2926,2020-11-01,7,440749,258.7,0
2002,2020-11-01,7,350072,219.7,1
2940,2020-11-01,7,440750,258.7,0
2954,2020-11-01,7,440751,123.487,0
2968,2020-11-01,17,440880,65.0,1
1988,2020-11-01,7,350059,830.7,0
10094,2020-11-01,7,805103,453.7,0
2982,2020-11-01,7,443429,317.2,0
3150,2020-11-01,17,463392,81.9,10
2870,2020-11-01,7,440719,388.7,0
1932,2020-11-01,7,327386,531.7,0
3164,2020-11-01,7,465608,564.2,0
3346,2020-11-01,7,476428,1558.7,0
3360,2020-11-01,7,476804,1753.7,0
3374,2020-11-01,7,477804,336.7,0
1862,2020-11-01,7,319790,297.7,0
3388,2020-11-01,7,477806,226.2,0
10024,2020-11-01,7,803324,557.7,1
3332,2020-11-01,7,472906,674.7,0
3402,2020-11-01,7,480896,850.2,0
1848,2020-11-01,17,318837,59.8,1
10290,2020-11-01,7,809599,388.7,0
3430,2020-11-01,7,481372,408.2,0
3444,2020-11-01,7,482911,466.7,0
3458,2020-11-01,7,482918,258.7,0
1834,2020-11-01,17,318834,59.8,1
3416,2020-11-01,7,481371,479.7,0
1876,2020-11-01,7,319805,219.7,0
3318,2020-11-01,7,472753,115.752,1
10038,2020-11-01,7,803327,258.7,0
3178,2020-11-01,7,465610,518.7,0
3192,2020-11-01,7,466690,616.2,0
1918,2020-11-01,17,325774,70.2,7
3206,2020-11-01,7,467198,349.7,0
3220,2020-11-01,7,467200,349.7,0
10052,2020-11-01,7,803380,167.70000000000002,0
3234,2020-11-01,7,467201,388.7,0
1904,2020-11-01,17,325771,71.422,5
3248,2020-11-01,7,470488,869.7,0
3262,2020-11-01,7,471082,219.7,1
3276,2020-11-01,7,471089,200.2,1
1890,2020-11-01,17,325766,71.422,5
3290,2020-11-01,17,471830,81.9,4
11130,2020-11-01,17,836233,65.0,2
3304,2020-11-01,17,471831,71.422,4
11228,2020-11-01,17,838924,61.022,0
2030,2020-11-01,7,350076,167.70000000000002,0
2856,2020-11-01,7,440708,465.45200000000006,0
2842,2020-11-01,7,440704,465.45200000000006,0
10192,2020-11-01,7,806893,53.287000000000006,0
2422,2020-11-01,7,414183,336.7,0
2436,2020-11-01,7,414185,518.7,0
2170,2020-11-01,7,374087,564.2,0
10234,2020-11-01,7,808261,297.7,0
2450,2020-11-01,17,415510,62.322,1
2408,2020-11-01,7,413694,512.2,0
2464,2020-11-01,17,418127,69.472,1
2156,2020-11-01,7,374081,401.7,0
2492,2020-11-01,7,419325,1058.2,0
10178,2020-11-01,7,806892,53.287000000000006,0
10640,2020-11-01,7,820200,336.7,0
2506,2020-11-01,7,419389,129.987,0
2142,2020-11-01,7,374068,349.7,0
2478,2020-11-01,17,418131,68.25,2
2184,2020-11-01,7,374125,765.7,0
2394,2020-11-01,7,400778,648.7,0
2380,2020-11-01,7,400776,466.7,0
2254,2020-11-01,7,374178,928.2,0
2226,2020-11-01,7,374167,603.2,0
10220,2020-11-01,7,808104,882.7,0
2268,2020-11-01,7,374183,1019.2,0
2282,2020-11-01,7,374281,440.7,0
2296,2020-11-01,7,374285,713.7,0
2212,2020-11-01,7,374130,1123.2,0
2310,2020-11-01,7,374294,817.7,0
11200,2020-11-01,7,838915,518.7,1
2324,2020-11-01,7,374296,1123.2,0
2338,2020-11-01,7,392593,323.7,0
2198,2020-11-01,7,374128,1688.7,0
10206,2020-11-01,7,806898,518.7,0
2352,2020-11-01,17,398064,58.5,5
2366,2020-11-01,17,398069,58.5,2
11186,2020-11-01,7,838914,544.7,1
2520,2020-11-01,7,421121,129.987,0
2534,2020-11-01,7,428070,466.7,0
2548,2020-11-01,7,433347,518.7,0
11172,2020-11-01,7,838913,837.2,1
2716,2020-11-01,7,440691,427.7,0
2072,2020-11-01,7,350084,349.7,0
2730,2020-11-01,7,440693,245.7,0
10136,2020-11-01,7,806889,53.287000000000006,0
2744,2020-11-01,7,440694,447.2,0
2758,2020-11-01,7,440695,310.7,0
2058,2020-11-01,7,350082,180.7,0
2772,2020-11-01,7,440696,436.4620000000001,0
2786,2020-11-01,7,440698,305.552,0
2800,2020-11-01,7,440700,152.80200000000002,0
2044,2020-11-01,7,350079,245.7,0
2814,2020-11-01,7,440701,436.4620000000001,0
10122,2020-11-01,7,806887,889.2,0
2828,2020-11-01,7,440703,305.552,0
2702,2020-11-01,17,440334,70.2,2
3472,2020-11-01,7,482920,336.7,0
2688,2020-11-01,17,440333,71.422,10
2674,2020-11-01,17,440323,71.422,2
2128,2020-11-01,7,374063,356.2,1
11214,2020-11-01,17,838923,58.5,1
2562,2020-11-01,7,434011,245.7,0
10164,2020-11-01,7,806891,53.287000000000006,0
2576,2020-11-01,7,434617,271.7,0
2590,2020-11-01,23,435230,32.487,22
2114,2020-11-01,7,371922,1428.7,0
2604,2020-11-01,7,437393,323.7,0
2618,2020-11-01,7,437395,382.2,0
2632,2020-11-01,7,437409,499.2000000000001,0
2100,2020-11-01,7,371920,128.70000000000002,0
2646,2020-11-01,7,439156,349.7,0
10248,2020-11-01,17,808945,68.9,4
10150,2020-11-01,7,806890,53.287000000000006,0
2660,2020-11-01,7,439158,349.7,0
2086,2020-11-01,7,350089,583.7,0
4732,2020-11-01,7,553445,427.7,0
10010,2020-11-01,7,802799,197.26200000000003,0
1820,2020-11-01,17,318641,58.5,2
9870,2020-11-01,17,799812,70.2,1
4298,2020-11-01,7,534184,414.7,0
1554,2020-11-01,23,181645,39.247,29
4312,2020-11-01,7,534186,414.7,0
4326,2020-11-01,17,534318,77.922,2
4340,2020-11-01,7,536262,258.7,0
4284,2020-11-01,23,533175,58.487,4
4354,2020-11-01,7,537306,64.98700000000001,0
11256,2020-11-01,17,840634,61.022,1
9856,2020-11-01,7,798050,245.7,1
4368,2020-11-01,23,537718,42.627,9
4382,2020-11-01,7,537861,232.7,0
4396,2020-11-01,7,539110,687.7,0
1526,2020-11-01,7,163831,531.7,0
1540,2020-11-01,7,175401,252.2,0
11060,2020-11-01,7,830176,622.7,0
1568,2020-11-01,7,193090,453.7,0
4270,2020-11-01,7,532442,375.7,3
4130,2020-11-01,7,522684,512.2,0
1610,2020-11-01,17,206638,71.5,2
4144,2020-11-01,7,522685,551.2,0
4158,2020-11-01,17,527078,63.7,1
4172,2020-11-01,17,527085,63.7,1
4186,2020-11-01,7,528118,310.7,0
1596,2020-11-01,7,193105,687.7,0
10332,2020-11-01,17,811959,73.45,0
4200,2020-11-01,7,528119,349.7,0
9884,2020-11-01,17,799814,54.6,0
4214,2020-11-01,7,528121,518.7,0
1582,2020-11-01,7,193097,388.7,0
4228,2020-11-01,7,528122,388.7,0
4242,2020-11-01,17,531172,57.85,2
4256,2020-11-01,17,531313,59.8,3
10346,2020-11-01,17,811960,73.45,1
9898,2020-11-01,7,800119,116.272,0
4410,2020-11-01,7,539481,129.987,0
4438,2020-11-01,17,539721,80.60000000000001,4
9814,2020-11-01,7,794250,518.7,0
1456,2020-11-01,7,86354,278.2,1
4620,2020-11-01,7,549365,62.400000000000006,0
4634,2020-11-01,7,549366,128.70000000000002,0
4648,2020-11-01,7,549367,297.7,0
4662,2020-11-01,7,549368,557.7,0
4606,2020-11-01,7,549363,62.400000000000006,0
1442,2020-11-01,7,86352,330.2,1
11032,2020-11-01,7,826977,206.7,1
4676,2020-11-01,17,550992,83.122,2
4690,2020-11-01,17,550996,83.122,3
1428,2020-11-01,7,86350,284.7,1
9800,2020-11-01,7,794097,96.187,0
4704,2020-11-01,7,551251,726.7,0
10360,2020-11-01,17,811961,72.15,1
4592,2020-11-01,17,548212,62.400000000000006,12
4578,2020-11-01,17,548208,62.400000000000006,5
1470,2020-11-01,7,87596,713.7,0
1512,2020-11-01,7,143283,557.7,0
4452,2020-11-01,23,540818,53.937000000000005,15
9842,2020-11-01,7,798049,219.7,1
4466,2020-11-01,17,544804,76.622,2
1498,2020-11-01,7,132689,356.2,0
11046,2020-11-01,7,828568,928.2,1
4480,2020-11-01,17,544805,76.622,3
4494,2020-11-01,17,544806,76.622,3
4508,2020-11-01,7,545597,297.7,0
1484,2020-11-01,7,91152,1298.7,0
4522,2020-11-01,7,546370,544.7,0
9828,2020-11-01,17,795199,66.222,1
4536,2020-11-01,7,546372,622.7,0
4550,2020-11-01,7,547813,343.2,0
4564,2020-11-01,7,547856,258.7,0
4424,2020-11-01,17,539719,79.3,2
4116,2020-11-01,7,522682,531.7,1
4102,2020-11-01,7,522247,310.7,0
1624,2020-11-01,7,207398,349.7,0
3668,2020-11-01,7,487115,97.487,1
1764,2020-11-01,7,267861,88.387,0
10304,2020-11-01,7,810351,219.7,0
3682,2020-11-01,7,487116,388.7,0
11102,2020-11-01,17,836098,62.322,1
3696,2020-11-01,7,488113,603.2,0
3654,2020-11-01,7,486937,129.987,0
1750,2020-11-01,17,255352,81.9,5
9968,2020-11-01,17,801559,62.322,1
3724,2020-11-01,7,488115,973.7,0
3738,2020-11-01,7,488380,466.7,0
3752,2020-11-01,7,490628,635.7,0
1736,2020-11-01,7,242000,310.7,0
11242,2020-11-01,17,840633,61.022,1
3710,2020-11-01,7,488114,726.7,0
3640,2020-11-01,7,486211,427.7,0
10654,2020-11-01,7,820437,947.7,1
9982,2020-11-01,17,801560,59.306,1
11116,2020-11-01,17,836232,65.0,1
3500,2020-11-01,7,484587,174.20000000000002,1
3514,2020-11-01,7,484590,232.492,1
3528,2020-11-01,7,484594,116.22,3
1806,2020-11-01,17,318634,58.5,1
3542,2020-11-01,7,484595,162.76000000000002,2
9996,2020-11-01,7,801676,128.70000000000002,1
3556,2020-11-01,7,484596,232.7,1
3570,2020-11-01,7,484602,123.487,0
3584,2020-11-01,7,486148,219.7,0
1792,2020-11-01,17,318629,58.5,3
3598,2020-11-01,7,486153,141.70000000000002,1
3612,2020-11-01,7,486155,141.70000000000002,1
3626,2020-11-01,7,486183,323.7,0
1778,2020-11-01,7,304766,863.2,0
3766,2020-11-01,7,490639,648.7,1
3780,2020-11-01,17,493533,70.772,4
9954,2020-11-01,7,800767,408.2,0
1722,2020-11-01,7,241026,388.7,0
9926,2020-11-01,7,800765,609.7,1
3962,2020-11-01,7,501778,388.7,0
3976,2020-11-01,7,502340,492.7,0
3990,2020-11-01,7,502344,622.7,0
4004,2020-11-01,7,502769,330.2,0
1652,2020-11-01,7,216186,408.2,0
4018,2020-11-01,7,502825,128.70000000000002,0
4032,2020-11-01,7,504273,1818.7,0
9912,2020-11-01,7,800120,648.7,0
4046,2020-11-01,7,505495,648.7,0
1638,2020-11-01,7,208677,388.7,0
4060,2020-11-01,7,506522,310.7,0
4074,2020-11-01,7,522120,726.7,0
11074,2020-11-01,17,832062,79.872,1
4088,2020-11-01,7,522123,1168.7,0
1666,2020-11-01,17,224371,68.25,1
3486,2020-11-01,7,484581,123.487,3
3948,2020-11-01,7,501441,590.2,0
3920,2020-11-01,7,499173,349.7,0
3794,2020-11-01,17,493549,69.472,6
3808,2020-11-01,7,496638,622.7,0
3822,2020-11-01,7,496649,1168.7,0
3836,2020-11-01,7,497191,479.7,0
1708,2020-11-01,7,232879,401.7,0
3850,2020-11-01,7,497192,382.2,0
3864,2020-11-01,7,497851,479.7,0
1694,2020-11-01,7,232390,466.7,0
3878,2020-11-01,7,498784,668.2,0
10318,2020-11-01,7,810352,219.7,0
9940,2020-11-01,7,800766,291.2,0
11088,2020-11-01,7,835931,544.7,1
3892,2020-11-01,7,498787,1194.7,0
3906,2020-11-01,7,499171,466.7,0
1680,2020-11-01,17,224374,70.772,3
3934,2020-11-01,7,500673,518.7,0
7224,2020-11-01,7,704967,518.7,0
2240,2020-11-01,7,374174,531.7,0
8526,2020-11-01,17,750540,68.9,4
8540,2020-11-01,17,751047,63.05,2
7756,2020-11-01,17,731743,58.5,4
8792,2020-11-01,17,759845,68.9,1
476,2020-11-01,17,8620,75.4,2
7420,2020-11-01,7,718468,349.7,0
84,2020-11-01,7,1635,830.7,0
8554,2020-11-01,7,751897,239.2,0
7868,2020-11-01,7,736131,1058.2,0
9198,2020-11-01,7,780444,128.70000000000002,0
10542,2020-11-01,7,816985,837.2,0
532,2020-11-01,7,10024,1948.7,0
8344,2020-11-01,7,746873,141.70000000000002,0
10738,2020-11-01,7,824357,219.7,0
9254,2020-11-01,7,781456,466.7,0
8190,2020-11-01,17,742110,71.5,23
8568,2020-11-01,7,752709,388.7,1
10836,2020-11-01,17,824500,55.822,1
392,2020-11-01,17,8221,66.222,1
8764,2020-11-01,7,759716,349.7,0
7434,2020-11-01,7,718469,349.7,0
7602,2020-11-01,7,723588,466.7,1
9100,2020-11-01,7,775830,1363.7,0
280,2020-11-01,7,4106,1006.2,0
7770,2020-11-01,17,731744,58.5,5
7448,2020-11-01,7,718570,258.7,0
10710,2020-11-01,7,822412,648.7,0
8778,2020-11-01,7,759737,388.7,0
7854,2020-11-01,7,734218,518.7,0
7406,2020-11-01,7,718408,856.7,0
8806,2020-11-01,17,759846,68.9,1
8862,2020-11-01,17,763111,180.7,122
9338,2020-11-01,7,782631,258.7,0
378,2020-11-01,17,8220,76.622,9
8134,2020-11-01,7,740702,349.7,0
7378,2020-11-01,7,716935,51.987,0
8848,2020-11-01,7,762856,180.7,0
224,2020-11-01,7,3954,648.7,0
9086,2020-11-01,7,775384,557.7,0
546,2020-11-01,7,10026,1038.7,0
8148,2020-11-01,7,740703,362.7,0
10598,2020-11-01,7,818889,258.7,0
7742,2020-11-01,17,731742,58.5,6
8176,2020-11-01,17,742109,71.5,23
8610,2020-11-01,7,753719,538.2,0
8834,2020-11-01,7,762855,323.7,0
8162,2020-11-01,17,742108,71.5,15
70,2020-11-01,7,1634,1168.7,0
294,2020-11-01,7,4189,72.787,0
7392,2020-11-01,7,718382,479.7,0
7896,2020-11-01,7,736506,648.7,0
8358,2020-11-01,7,746874,141.70000000000002,0
8820,2020-11-01,7,762854,245.7,0
9170,2020-11-01,7,780252,388.7,0
168,2020-11-01,7,3052,336.7,0
7882,2020-11-01,7,736505,440.7,0
11354,2020-11-01,17,842136,61.022,1
